-65,5,14
10,-1,3
-31,-2,9
-159,-85,93
-33,25,96
-97,85,91
-21,-4,6
3,-46,98
34,3,11
-37,66,85
1,7,8
21,-124,7
123,125,7
-65,-74,7
7,-31,94
-30,0,39
2,1,11
-28,4,11
0,-1,-1
-27,-4,6
0,-1,-1
64,11,25
0,-1,-1
-157,4,49
1,-1,-1
0,-1,-1
-54,13,23
0,-1,-1
1,-1,-1
46,2,1
143,-51,44
0,-1,-1
1,-1,-1
0,-1,-1
1,-1,-1
4,167,4
-3,2,3
0,-1,-1
8,24,9
0,-1,-1
25,83,11
54,-61,27
0,-1,-1
5,71,13
0,-1,-1
1,-1,-1
0,-1,-1
-77,25,86
12,6,7
-33,-3,13
0,-1,-1
19,8,9
0,-1,-1
-13,57,82
0,-1,-1
1,-1,-1
-17,5,14
0,-1,-1
-47,70,13
0,31,17
1,-26,6
1,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
35,-90,85
-85,-1,11
0,-1,-1
52,-36,21
0,-1,-1
1,-1,-1
0,-1,-1
-59,164,69
55,36,82
0,-1,-1
1,-1,-1
-54,32,77
-5,-25,7
86,51,72
0,-1,-1
1,-1,-1
0,-1,-1
1,-1,-1
-29,37,74
-24,-36,18
30,-32,9
-57,81,21
-99,2,16
-4,-11,29
24,-1,17
24,-5,12
0,-1,-1
69,84,14
0,-1,-1
1,-1,-1
13,-3,19
75,-48,10
0,-1,-1
0,-1,-1
1,-1,-1
20,-27,28
1,-1,-1
0,-1,-1
-67,16,15
0,-1,-1
47,-124,30
1,-1,-1
0,-1,-1
0,-1,-1
-17,-4,18
-28,-85,72
0,-1,-1
-145,-123,9
0,-1,-1
1,-1,-1
24,-32,10
1,-1,-1
0,-1,-1
-32,-4,54
0,-1,-1
1,-1,-1
90,15,34
-37,65,65
67,44,65
-14,-25,49
0,-1,-1
-27,27,19
1,-1,-1
0,-1,-1
24,29,74
1,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
86,65,78
-56,30,81
71,52,11
-4,27,35
-4,-21,84
-50,68,89
41,-45,7
55,-57,23
0,-1,-1
-55,82,14
0,-1,-1
-54,-25,24
1,-1,-1
0,-1,-1
9,-44,34
-71,-78,32
0,-1,-1
16,-1,14
0,-1,-1
0,-1,-1
-112,76,19
-2,30,16
0,-1,-1
0,-1,-1
16,126,8
0,-1,-1
0,-1,-1
-24,-53,75
1,-1,-1
-46,-132,26
0,-1,-1
1,-1,-1
1,-1,-1
0,-1,-1
33,32,2
-38,-4,11
0,-1,-1
1,-1,-1
-217,-147,56
0,-1,-1
14,-128,5
0,-1,-1
-9,77,6
1,-1,-1
129,48,6
1,-1,-1
0,-1,-1
18,-91,33
94,81,31
55,40,91
0,-1,-1
1,-1,-1
-11,47,54
1,-1,-1
0,-1,-1
0,-1,-1
-13,3,10
124,-131,14
0,-1,-1
43,-64,21
1,-1,-1
0,-1,-1
-45,129,12
-101,-56,44
-51,-57,68
0,-1,-1
1,-1,-1
0,-1,-1
1,-1,-1
-60,-84,4
-4,34,48
0,10,28
71,33,29
96,-6,32
-7,16,19
43,10,19
0,-1,-1
1,-1,-1
33,-52,82
-19,61,36
-83,16,42
40,82,51
41,33,13
1,-1,-1
0,-1,-1
0,-1,-1
1,-1,-1
0,-1,-1
1,-1,-1
1,-1,-1
-136,4,38
0,-1,-1
1,-1,-1
32,-24,42
1,-1,-1
-4,-3,27
-10,-24,62
-58,65,61
1,-1,-1
9,15,27
0,-1,-1
1,-1,-1
0,-1,-1
1,-1,-1
0,-1,-1
1,1,17
114,25,100
26,59,5
75,43,76
-29,2,58
0,-1,-1
1,-1,-1
1,-1,-1
0,-1,-1
1,-1,-1
69,-73,77
0,-1,-1
1,-1,-1
73,56,8
-97,-18,63
0,-1,-1
49,55,65
99,89,17
0,-1,-1
-123,-20,4
1,-1,-1
0,-1,-1
18,58,54
1,-1,-1
0,-1,-1
24,6,27
6,-44,11
-16,-96,14
109,56,94
-46,76,38
18,-1,16
53,-70,53
37,-33,9
-6,16,11
-54,7,3
1,-1,-1
0,-1,-1
109,-107,8
0,-1,-1
1,-1,-1
0,-1,-1
58,1,20
-71,-1,25
0,-1,-1
28,112,40
0,-1,-1
1,-1,-1
22,-78,39
-66,7,24
1,-1,-1
0,-1,-1
0,-1,-1
70,8,9
-47,-39,15
-49,51,15
0,-1,-1
-40,94,15
81,-65,43
0,-1,-1
0,-1,-1
1,-1,-1
161,69,26
-92,-19,36
1,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
-100,-57,82
0,-1,-1
-27,-49,49
0,-1,-1
1,-1,-1
-96,-156,25
1,-1,-1
81,165,12
0,-1,-1
-36,40,1
-15,-22,17
59,52,71
1,-1,-1
0,-1,-1
1,-1,-1
0,-1,-1
-20,38,36
-59,99,14
-9,46,19
70,29,36
23,-6,12
-28,-69,18
71,146,10
0,-1,-1
-42,75,41
1,-1,-1
0,-1,-1
0,-1,-1
30,-15,17
-103,-151,15
-39,-24,14
1,-1,-1
0,-1,-1
61,-22,2
1,-1,-1
0,-1,-1
53,-60,55
124,8,33
0,-1,-1
1,-1,-1
1,-1,-1
0,-1,-1
-9,8,6
0,-1,-1
-115,-48,15
-97,80,25
0,-1,-1
48,64,40
1,-1,-1
0,-1,-1
106,-59,31
1,-1,-1
0,-1,-1
-42,25,54
-38,40,51
0,-1,-1
79,23,19
1,-1,-1
0,-1,-1
81,29,65
0,-1,-1
21,122,13
1,-1,-1
0,-1,-1
36,-76,81
55,8,48
0,-1,-1
51,34,69
0,-1,-1
