121,-7,3.1516
59,-2,60.646
-4,55,2.1222
123,59,2.3439
-1,-75,2.4649
-19,50,22.028
-10,69,2.3964
0,3,0.19974
47,-25,118.6
-62,91,16.48
-94,-9,95.851
80,90,49.436
34,-1,121.52
35,-6,97.769
-48,-95,55.248
-135,-3,1.327
0,-1,-1
18,61,102.94
6,7,54.052
-173,-64,73.663
0,-1,-1
-48,21,70.407
0,-1,-1
1,-1,-1
1,-1,-1
2,-1,-1
-34,-89,75.874
0,-1,-1
35,-68,9.1118
-19,-15,23.836
2,-1,-1
0,-1,-1
0,-1,-1
-135,-12,1.1649
0,-1,-1
2,-1,-1
1,-1,-1
-31,29,72.705
96,-98,44.393
-62,105,114.18
90,-30,123.42
0,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
25,-19,101.88
-20,-8,50.925
0,-1,-1
2,-1,-1
2,-1,-1
0,-1,-1
54,-29,47.36
0,-1,-1
-38,-9,12.104
2,-1,-1
0,-1,-1
10,-95,7.5398
5,6,37.042
-1,29,7.3626
41,-5,26.724
-96,-73,23.623
-37,29,35.463
-7,-86,31.238
-11,-24,2.6269
90,6,37.003
17,2,79.051
0,-1,-1
47,115,18.387
0,-1,-1
1,-1,-1
-67,-5,79.201
-81,17,37.722
-27,22,80.677
0,-1,-1
-110,-4,79.337
1,-1,-1
0,-1,-1
-114,12,1.0892
0,-1,-1
1,-1,-1
2,-1,-1
-42,57,19.402
-96,-9,110.85
36,-3,4.611
79,-100,33.439
10,-128,1.5251
0,-1,-1
0,-1,-1
-1,-23,12.05
0,-1,-1
2,-1,-1
0,-1,-1
2,-1,-1
34,17,17.011
0,-1,-1
-26,-123,104.56
0,-1,-1
1,-1,-1
57,4,99.46
-80,79,23.697
0,-1,-1
1,-1,-1
1,-1,-1
-9,-50,5.5011
-60,-32,31.123
0,-1,-1
67,-13,48.656
2,-1,-1
0,-1,-1
-113,-23,5.2011
0,-1,-1
2,-1,-1
12,23,7.3823
-16,9,22.105
-38,11,89.932
0,-1,-1
2,127,1.7412
0,-1,-1
1,-1,-1
0,12,11.79
0,-1,-1
1,-1,-1
114,112,26.467
75,19,95.974
82,4,122.36
-84,51,105.84
0,-1,-1
2,-1,-1
-47,38,101.66
1,-1,-1
0,-1,-1
1,-1,-1
1,-1,-1
65,-46,4.7388
66,35,9.9318
119,-17,32.14
56,-28,3.7636
44,55,14.141
-12,11,94.647
0,-1,-1
1,-1,-1
36,-5,115.86
1,-1,-1
0,-1,-1
0,-1,-1
1,-1,-1
-111,-15,5.5548
20,7,13.237
-33,-49,88.311
0,-1,-1
1,-1,-1
-11,-18,39.491
-1,-21,14.242
1,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
34,121,112.77
96,6,79.597
-40,-70,105.44
0,-1,-1
182,-33,10.215
2,-1,-1
0,-1,-1
191,-98,8.5224
0,-1,-1
1,-1,-1
-92,-16,13.181
0,-1,-1
2,-1,-1
75,-23,95.386
-2,-16,12.999
-68,89,84.069
58,-17,93.946
19,8,25.59
-18,12,46.497
58,40,13.314
0,-1,-1
47,64,8.3905
-30,3,5.9643
0,-1,-1
2,-1,-1
0,-1,-1
-20,-34,5.0286
0,-1,-1
2,-1,-1
39,57,45.391
0,-1,-1
1,-1,-1
97,131,92.831
2,-1,-1
0,-1,-1
30,15,15.073
0,-1,-1
2,-1,-1
-63,-32,5.1982
1,-1,-1
0,-1,-1
191,-20,12.781
2,-1,-1
0,-1,-1
21,-93,5.6785
51,-2,44.397
-140,-34,4.8502
-60,16,31.608
44,9,21.24
-186,-137,42.019
-19,25,68.413
1,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
0,-1,-1
1,-1,-1
0,-1,-1
118,-94,3.6163
-78,16,87.077
-129,44,2.4494
-138,-1,11.654
0,-1,-1
59,-27,12.394
1,-1,-1
0,-1,-1
18,140,3.2401
-35,67,2.8674
-70,-127,20.976
21,19,13.651
-105,32,17.001
0,-1,-1
-53,13,59.353
1,-1,-1
0,-1,-1
0,-1,-1
1,-1,-1
0,-1,-1
-64,-37,81.476
0,-1,-1
2,-1,-1
61,43,58.01
-76,11,77.369
0,-1,-1
54,3,23.108
0,-1,-1
1,-1,-1
2,-1,-1
79,106,107.21
136,-27,14.059
63,0,2.1647
5,44,56.923
73,-59,110.77
46,-119,22.562
0,-1,-1
-130,-119,10.71
0,-1,-1
-114,48,55.404
1,-1,-1
0,-1,-1
2,-1,-1
46,-50,12.597
0,-1,-1
93,17,72.292
1,-1,-1
0,-1,-1
19,-103,14.102
55,139,3.8261
0,-1,-1
83,38,6.9752
-63,21,27.481
0,-1,-1
2,-1,-1
125,14,7.8031
-122,-104,5.525
73,133,105.79
0,-1,-1
2,-1,-1
-42,-69,2.6318
2,-1,-1
104,-21,59.491
0,-1,-1
2,-1,-1
2,-1,-1
52,-34,76.489
-79,41,53.109
43,-109,82.871
-51,13,14.4
0,-1,-1
-40,20,7.04
-74,65,20.858
1,-1,-1
0,-1,-1
0,-1,-1
2,-1,-1
24,-34,50.013
1,-1,-1
0,-1,-1
35,-51,37.452
2,-1,-1
-43,-198,106
0,-1,-1
2,-1,-1
0,-1,-1
61,-22,47.121
2,-1,-1
1,-1,-1
43,-18,41.245
0,-120,1.6374
87,-105,38.663
-10,-47,4.0562
-38,-12,85.232
28,-69,10.369
-41,-87,36.882
-94,69,51.434
-14,29,15.547
0,-1,-1
-76,105,8.9981
0,-1,-1
-14,-7,1.6343
2,-1,-1
0,-1,-1
-19,8,1.223
0,-1,-1
55,-36,6.0972
0,-1,-1
2,-1,-1
59,23,86.192
55,-79,12.523
10,-52,6.2277
0,-1,-1
2,-1,-1
0,-1,-1
2,-1,-1
0,-1,-1
2,133,33.029
88,-52,82.064
-162,47,43.913
0,-1,-1
2,-1,-1
1,-1,-1
1,-1,-1
-58,37,35.225
16,45,3.1491
-17,-20,3.1114
33,79,124.89
-136,-16,108.63
29,36,16.083
0,-1,-1
4,90,12.307
0,-1,-1
95,-34,8.4564
2,-1,-1
0,-1,-1
2,-1,-1
2,-1,-1
0,-1,-1
52,-57,17.622
100,-88,102.94
41,71,30.157
-44,-11,26.006
32,109,111.02
58,23,35.325
-77,-93,43.723
0,-1,-1
2,-1,-1
16,7,3.3926
0,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
0,-1,-1
44,148,3.2344
-38,-59,26.97
-68,45,111.6
-101,28,27.177
0,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
-54,-51,104.8
0,-1,-1
-63,-53,63.178
2,-1,-1
0,-1,-1
-120,23,14.511
-81,0,21.867
-51,11,66.808
-31,-36,3.7521
-59,-94,23.705
0,-1,-1
-83,84,4.4821
2,-1,-1
0,-1,-1
42,23,29.307
-78,38,29.946
-26,-70,27.467
2,-1,-1
0,-1,-1
127,49,57.901
0,-1,-1
2,-1,-1
0,-1,-1
98,14,4.9226
3,-26,23.31
0,-1,-1
2,-1,-1
2,-1,-1
0,-1,-1
0,-1,-1
-49,137,34.669
130,133,12.464
23,52,14.877
-9,37,5.8999
84,20,31.655
6,-1,1.5483
41,42,4.6401
-189,-91,125.51
0,-1,-1
2,-1,-1
-73,-97,32.626
-29,51,3.9913
0,-1,-1
96,166,3.8974
-35,49,7.2404
0,-1,-1
2,-1,-1
0,-1,-1
-83,17,73.074
64,66,5.9419
2,-1,-1
0,-1,-1
2,-1,-1
-61,-5,54.097
96,18,34.512
-86,-83,9.7026
135,-12,1.5619
-31,25,6.8882
-50,48,36.163
0,-1,-1
2,-1,-1
-21,7,11.423
2,-1,-1
0,-1,-1
30,-81,36.006
-38,16,49.597
0,-1,-1
2,-1,-1
2,-1,-1
64,26,9.8544
186,5,1.5545
0,-1,-1
46,22,8.2633
2,-1,-1
0,-1,-1
0,-1,-1
33,93,3.8355
67,4,31.184
0,-1,-1
2,-1,-1
2,-1,-1
20,-12,2.1002
-37,-148,23.401
2,-1,-1
-55,-131,10.584
0,-1,-1
1,-1,-1
0,-1,-1
-40,-17,58.015
19,100,15.844
67,72,64.25
-80,90,36.322
0,-1,-1
2,-1,-1
2,-1,-1
2,-1,-1
18,-23,57.201
2,-1,-1
1,-1,-1
-21,24,10.837
-11,-52,7.0333
-33,44,15.175
36,-135,2.0727
0,-1,-1
21,-83,5.723
48,22,8.9102
0,-1,-1
-72,15,10.902
-1,-89,6.7153
0,-1,-1
2,-1,-1
0,-1,-1
-125,-10,1.441
-70,63,23.89
39,-42,70.712
2,-1,-1
0,-1,-1
0,-1,-1
66,-75,25.036
0,-1,-1
2,-1,-1
17,-163,8.0775
2,-1,-1
0,-1,-1
8,-10,82.673
0,-1,-1
1,-1,-1
49,10,30.4
-54,44,3.0772
7,-99,34.372
39,12,33.53
0,-1,-1
2,-1,-1
3,36,109.92
2,-1,-1
0,-1,-1
-9,8,22.321
-7,22,18.016
-148,118,23.942
16,27,7.8658
23,53,2.1071
2,-1,-1
0,-1,-1
2,-1,-1
0,-1,-1
114,10,93.519
0,-1,-1
2,-1,-1
0,-1,-1
2,-1,-1
46,-61,61.138
7,104,57.953
-73,58,74.435
-6,-1,30.841
-11,-19,11.706
-4,-80,58.44
-15,-89,111.29
-22,-83,42.986
0,-1,-1
2,-1,-1
1,-1,-1
1,-1,-1
-61,-32,9.3486
-122,84,12.128
15,-29,6.4873
1,-1,-1
0,-1,-1
1,-1,-1
0,-1,-1
1,-1,-1
27,-93,34.87
2,-1,-1
0,-1,-1
-20,-28,4.2856
0,-1,-1
2,-1,-1
30,28,6.7967
12,-19,0.18172
2,-1,-1
0,-1,-1
-70,43,18.2
2,-1,-1
-49,-37,71.018
0,-1,-1
2,-1,-1
66,-136,9.3185
-39,17,23.091
-2,-20,106.17
-119,66,91.993
-52,2,24.252
0,-1,-1
1,-1,-1
1,-1,-1
1,-1,-1
73,24,45.696
-3,0,2.6129
0,-1,-1
1,-1,-1
0,-1,-1
4,39,104.1
0,-1,-1
2,-1,-1
-11,-88,28.644
-52,45,72.052
63,9,88.88
