134,131,130,130,130,130,131,132,131,130,131,129,129,129,129,131,128,131,129,129,129,130,130,130,130,130,127,127,127,128,127,129,127,126,129,127,129,127,127,127,130,127,126,127,129,127,129,129,129,129,129,127,128,128,128,128,129,130,132,129,129,130,129,128,126,127,128,128,126,126,126,127,127,127,128,128,128,127,129,130,128,129,128,127,128,128,127,128,127,127,128,126,127,126,128,126,126,127,127,125,126,126,126,125,126,127,126,127,127,127,127,127,126,126,126,126,126,126,126,126,127,128,128,128,128,127,127,128
131,130,129,131,130,132,131,130,130,129,129,129,129,129,129,129,129,129,129,129,128,128,129,128,128,127,128,127,127,127,126,127,127,126,127,126,127,126,126,126,127,127,126,126,127,127,126,126,127,127,128,127,127,126,127,127,127,130,128,129,128,129,127,128,127,126,127,126,126,124,125,127,126,126,127,127,127,127,128,128,127,128,128,127,128,127,126,127,127,127,126,126,126,126,126,126,125,126,125,126,126,126,125,125,127,126,125,125,126,126,126,126,126,126,126,127,126,125,126,126,126,128,126,127,128,127,127,130
132,128,129,130,132,130,131,130,131,129,129,129,129,128,129,128,128,128,128,128,128,129,129,128,127,127,128,126,126,127,125,127,127,126,125,126,125,127,126,126,128,126,127,127,127,126,126,127,126,127,128,127,128,128,127,128,127,128,127,127,127,128,126,126,126,126,125,125,125,125,125,125,127,126,126,127,127,127,127,129,128,128,128,127,127,127,127,127,126,126,125,125,126,126,126,126,126,126,125,126,125,125,126,125,126,126,126,125,126,126,126,126,126,126,126,126,126,126,127,126,126,126,126,126,128,128,127,127
132,130,129,130,130,132,129,130,130,129,129,130,129,128,129,129,129,128,128,129,128,129,128,128,128,127,128,127,127,128,127,127,127,126,126,125,125,125,126,126,127,126,125,125,126,126,127,126,127,127,127,127,128,128,128,128,128,128,129,128,129,127,127,126,127,126,126,125,125,125,125,126,126,127,127,127,127,127,127,128,127,127,127,128,128,127,126,127,127,127,126,126,126,126,126,126,125,126,126,126,126,125,126,125,127,126,125,126,125,126,126,126,125,127,126,126,127,125,127,126,125,126,126,126,126,127,126,128
130,128,130,130,130,132,130,129,130,129,128,130,129,127,128,128,127,128,129,128,127,129,128,128,126,129,128,129,127,127,127,126,126,126,125,125,127,127,126,125,126,125,126,127,127,127,127,127,127,126,127,127,127,129,128,129,127,128,127,127,129,129,127,127,127,127,125,126,125,125,125,126,126,127,127,126,127,127,127,128,127,128,128,128,127,127,128,127,127,127,125,126,127,125,126,126,125,126,126,126,125,125,125,125,125,126,126,126,125,126,126,125,126,126,126,126,126,126,127,125,126,127,127,125,126,127,126,129
133,129,129,128,132,130,130,128,130,129,130,128,129,129,129,128,128,129,129,128,129,128,128,128,128,128,128,127,128,128,127,128,126,126,125,127,126,125,125,127,127,127,127,127,126,128,126,127,127,127,127,127,128,128,128,128,128,128,128,129,128,128,128,127,126,125,126,125,125,125,125,125,126,127,127,126,127,128,127,127,126,128,127,128,127,127,127,127,127,127,127,125,125,126,125,126,125,126,126,125,126,126,126,125,125,126,125,126,126,126,126,126,126,126,126,126,125,126,127,127,126,126,126,126,128,127,127,129
131,129,129,130,130,130,130,130,130,129,129,129,129,129,129,127,128,128,128,128,128,129,128,128,127,128,128,126,127,127,127,127,127,126,126,127,127,127,127,127,126,125,126,126,126,126,127,127,127,126,127,126,128,128,128,128,128,128,129,129,128,128,127,127,128,127,127,126,125,127,126,124,127,126,127,128,127,128,126,126,128,128,129,127,127,127,126,127,126,126,126,125,125,126,124,126,125,126,126,126,126,124,125,126,125,125,126,125,126,126,126,125,126,125,126,127,127,126,127,125,126,126,126,127,126,125,127,128
129,130,130,132,130,131,130,130,130,129,129,128,128,128,129,129,129,128,129,129,128,128,128,129,128,130,128,127,126,128,127,127,127,127,126,127,127,127,127,127,126,126,127,127,127,125,127,127,127,127,127,126,127,127,128,127,128,128,128,128,129,128,127,127,126,126,126,125,126,126,126,126,126,125,127,127,127,127,127,128,128,128,129,127,127,127,127,126,126,126,127,126,126,126,126,126,124,125,126,125,126,126,126,126,127,125,125,126,125,126,126,126,126,126,125,126,126,126,127,125,126,127,127,127,127,126,127,128
130,131,128,132,130,131,130,131,130,130,129,129,128,129,129,128,129,127,128,129,128,128,128,130,129,129,128,127,128,127,127,127,126,126,126,126,126,127,127,126,127,127,126,127,127,127,126,127,127,127,127,126,127,127,128,128,128,128,129,129,129,129,128,128,128,126,126,126,125,126,125,124,127,127,127,127,128,126,127,129,129,129,129,129,127,127,127,126,126,127,126,127,127,126,125,125,124,126,125,125,126,126,126,125,126,126,126,126,126,126,126,126,126,125,126,126,126,127,127,126,126,126,126,126,126,127,127,129
131,130,132,130,132,131,130,131,129,128,129,129,129,129,129,128,129,129,129,128,128,128,128,128,129,128,128,128,128,127,127,127,127,126,126,126,126,126,126,127,127,126,127,127,127,127,127,127,127,127,126,126,129,127,127,128,128,128,130,128,129,128,128,127,128,126,125,125,126,125,126,126,127,127,126,126,127,127,127,130,129,129,129,129,126,128,127,126,126,127,126,126,125,127,126,126,126,125,126,126,126,126,126,126,125,124,126,126,126,125,126,126,126,126,126,126,127,126,127,126,126,127,126,127,126,127,127,127
129,132,130,132,132,131,130,130,130,129,129,129,128,129,128,128,129,128,129,130,129,128,129,128,129,129,127,130,128,129,127,127,128,127,127,126,126,127,126,128,127,125,126,127,127,127,126,127,127,128,127,126,128,127,127,126,128,128,129,129,128,128,127,129,126,127,125,125,125,126,126,126,127,127,128,128,127,127,127,129,129,129,130,128,128,127,128,127,127,127,127,127,127,126,126,126,126,126,127,125,126,126,125,126,126,126,125,126,126,125,125,125,126,126,125,126,126,126,127,126,126,126,126,127,128,127,127,127
132,131,130,130,131,131,131,130,129,129,128,130,129,128,127,127,129,128,129,130,128,130,128,129,130,129,128,129,128,128,129,129,127,126,127,126,126,127,127,126,127,127,127,127,128,127,127,127,127,127,128,127,128,128,128,129,128,127,129,129,130,129,129,130,127,125,125,125,125,126,125,127,127,127,127,127,127,127,128,129,129,130,129,128,126,128,126,128,126,127,127,127,127,127,126,126,126,126,124,124,126,126,126,126,126,127,126,126,126,125,126,126,127,126,125,128,127,125,126,127,127,126,126,126,127,127,127,128
132,132,130,130,131,133,130,132,130,129,128,129,129,129,129,129,128,128,128,129,128,128,130,130,130,128,129,128,128,128,126,126,127,126,126,126,126,126,127,127,127,127,128,127,127,127,127,128,127,126,128,127,128,127,128,128,129,128,129,129,129,130,128,128,127,125,127,126,126,125,125,125,126,126,127,127,128,128,128,129,130,129,129,129,129,127,127,126,127,127,126,127,127,127,126,125,126,126,125,125,126,126,127,127,126,126,125,126,126,126,126,126,126,126,126,127,127,125,126,127,128,126,126,127,127,127,127,127
132,132,130,132,133,133,130,130,130,129,130,128,129,129,128,129,129,129,128,129,127,128,130,127,128,128,128,126,129,128,127,127,126,126,126,126,127,127,127,127,127,126,127,127,127,127,127,127,126,127,126,127,127,127,128,126,128,128,130,129,129,129,129,129,126,127,127,125,126,126,127,126,126,127,127,127,128,128,128,129,130,130,130,129,128,127,128,126,127,127,128,126,126,125,126,126,126,125,125,125,125,126,125,125,126,126,126,125,126,126,126,126,126,126,125,125,126,125,126,126,127,127,126,125,126,126,127,129
133,132,130,132,132,130,131,130,130,130,129,129,128,129,128,129,129,129,129,129,128,127,129,127,128,129,128,128,127,128,127,127,127,127,126,127,126,126,126,127,127,127,126,127,127,128,126,126,128,128,126,126,128,128,127,127,127,130,128,128,129,129,129,129,126,127,127,125,126,126,125,125,126,127,127,127,126,128,128,130,130,130,131,130,128,126,127,128,127,127,128,127,127,127,126,126,126,126,125,125,125,126,126,126,126,126,127,126,125,126,126,125,126,126,126,127,126,126,126,127,126,127,127,126,125,126,127,128
131,132,130,132,132,131,130,130,130,130,128,128,129,128,129,129,129,128,128,129,128,128,129,129,128,128,128,128,128,129,128,127,128,127,127,127,125,126,127,126,127,127,127,126,126,127,126,126,125,126,126,127,127,126,128,126,128,128,130,128,128,128,128,128,127,127,127,126,126,125,125,126,125,126,128,127,127,126,129,130,129,130,130,129,128,127,127,127,126,126,127,127,126,126,126,125,125,126,126,126,125,125,125,126,126,125,126,125,125,126,126,126,126,126,126,126,126,127,126,127,127,125,125,127,126,126,127,127
132,130,132,131,131,131,130,130,130,129,129,129,128,129,128,128,129,128,129,128,128,128,128,127,128,128,128,128,127,128,127,127,127,127,127,127,126,127,126,126,126,127,127,127,126,127,127,126,127,126,127,127,127,127,127,127,128,127,129,128,127,129,128,127,126,127,127,125,126,126,126,127,127,127,126,127,127,127,129,130,130,129,130,130,128,126,126,127,126,127,126,126,127,126,126,125,125,125,126,125,125,125,125,126,125,126,126,126,126,126,126,126,126,126,125,127,126,126,125,127,126,127,126,126,127,126,127,128
132,130,130,131,131,130,130,130,129,129,130,129,129,129,129,129,128,129,129,128,129,129,130,128,127,128,128,127,128,128,127,127,126,127,127,125,127,126,127,126,127,126,127,127,126,126,127,127,127,127,128,127,128,127,128,128,128,128,129,128,128,128,127,128,128,126,126,125,125,125,126,125,126,127,126,126,128,126,128,130,129,130,130,129,128,127,127,126,126,126,126,126,127,126,126,126,126,125,124,125,125,125,125,126,126,126,126,126,126,127,126,126,126,126,126,127,126,126,126,127,126,126,125,126,127,127,127,129
132,132,132,132,131,130,129,130,129,129,128,128,129,128,129,128,129,129,126,128,127,129,129,128,128,128,128,128,128,128,127,127,126,126,125,126,127,127,127,127,127,127,127,126,126,125,126,127,127,127,127,127,128,127,126,128,128,128,127,129,128,129,128,129,126,126,127,125,125,126,126,125,126,127,127,127,127,125,128,129,128,129,130,129,128,129,125,126,127,127,127,125,126,127,127,127,126,125,125,125,126,125,125,125,125,125,126,126,125,126,126,126,126,126,126,126,126,128,126,125,127,126,126,126,126,127,127,127
